id_hecho,titulo,descripcion,categoria,latitud,longitud,fecha_del_hecho
7110,Corrupción en las afueras en plena temporada de vacaciones 89358732,"Un hecho de corrupción motivó una llamada al 911 en el centro de la ciudad en la calle Diag. Mar del Plata, a media tarde, según testigos.",Corrupción,-34.672527,-58.460151,4/2/2025
7111,Estafa en un barrio residencial al amanecer 9962362,"Un hecho de estafa tuvo lugar en un barrio residencial en la calle Calle J.J. Castelli, por la mañana, según testigos.",Estafa,-34.588866,-58.473194,30/4/2023
7112,Corrupción en un barrio residencial a media tarde 32125396,"Un hecho de corrupción fue investigado en las afueras en la calle Camino 5, a media tarde, según testigos.",Corrupción,-34.609359,-58.497024,5/12/2024
7113,Amenaza en un supermercado en plena noche 33601894,"Un hecho de amenaza fue investigado en un transporte público en la calle Av. Pte. Perón, en plena hora pico, según testigos.",Amenaza,-34.582022,-58.480394,3/6/2022
7114,Corrupción en el centro de la ciudad durante el fin de semana 52571003,"Un hecho de corrupción se detectó en una estación de servicio en la calle Boulevard Santiago del Estero, en plena temporada de vacaciones, según testigos.",Corrupción,-34.560251,-58.462763,27/2/2024
7115,Corrupción en una calle transitada por la mañana 86525920,"Un hecho de corrupción se registró en el centro de la ciudad en la calle Av. La Pampa, en plena temporada de vacaciones, según testigos.",Corrupción,-34.553871,-58.515992,2/9/2021
7116,Amenaza en un parque público durante el fin de semana 29771887,"Un hecho de amenaza se detectó en una calle transitada en la calle Av. Belgrano, en un día lluvioso, según testigos.",Amenaza,-34.649379,-58.429415,3/6/2023
7117,Venta de drogas en una estación de servicio por la mañana 2718839,"Un hecho de venta de drogas generó intervención policial en un transporte público en la calle Blv. Mendoza, en plena hora pico, según testigos.",Venta de drogas,-34.589206,-58.505593,14/2/2025
7118,Homicidio en las afueras al amanecer 70517491,"Un hecho de homicidio fue reportado en las afueras en la calle Av. Ciudad Autónoma de Buenos Aires, en plena temporada de vacaciones, según testigos.",Homicidio,-34.590857,-58.449948,24/10/2022
7119,Accidente de tránsito en un parque público en plena hora pico 34752066,"Un hecho de accidente de tránsito fue reportado en un supermercado en la calle Av. Santa Rosa, en un día lluvioso, según testigos.",Accidente de tránsito,-34.557055,-58.381422,30/6/2023
7120,Delito informático en una estación de servicio en un día lluvioso 54688577,"Un hecho de delito informático ocurrió en una zona turística en la calle Calle San Miguel de Tucumán, por la mañana, según testigos.",Delito informático,-34.642851,-58.503657,3/3/2022
7121,Hurto en una calle transitada al amanecer 82309930,"Un hecho de hurto fue reportado en una zona turística en la calle Diagonal Tierra del Fuego, en un día lluvioso, según testigos.",Hurto,-34.641199,-58.411502,12/3/2023
7122,Venta de drogas en un supermercado al amanecer 52819082,"Un hecho de venta de drogas generó intervención policial en un parque público en la calle Calle Santa Cruz, en plena hora pico, según testigos.",Venta de drogas,-34.581089,-58.435625,15/3/2024
7123,Venta de drogas en una estación de servicio durante el fin de semana 98022671,"Un hecho de venta de drogas se registró en una zona turística en la calle Av. J.M. de Rosas, durante el fin de semana, según testigos.",Venta de drogas,-34.625483,-58.443458,4/1/2023
7124,Hurto en un barrio residencial en plena hora pico 44772635,"Un hecho de hurto motivó una llamada al 911 en un supermercado en la calle Calle Entre Ríos, en plena noche, según testigos.",Hurto,-34.562503,-58.467269,8/7/2023
7125,Hurto en las afueras a media tarde 69876352,"Un hecho de hurto fue reportado en un supermercado en la calle Diagonal Buenos Aires, por la mañana, según testigos.",Hurto,-34.566825,-58.47415,24/8/2020
7126,Robo en las afueras en un día lluvioso 15825233,"Un hecho de robo se registró en un transporte público en la calle Calle Mendoza, al amanecer, según testigos.",Robo,-34.638303,-58.387254,18/1/2023
7127,Estafa en una zona turística en plena hora pico 68726331,"Un hecho de estafa se detectó en un parque público en la calle Boulevard Rawson, en plena noche, según testigos.",Estafa,-34.592437,-58.473787,18/3/2025
7128,Allanamiento en un transporte público en plena temporada de vacaciones 61685810,"Un hecho de allanamiento fue investigado en un parque público en la calle Avenida J.J. Castelli, en un día lluvioso, según testigos.",Allanamiento,-34.660311,-58.471809,15/7/2021
7129,Estafa en el centro de la ciudad por la mañana 27782004,"Un hecho de estafa se registró en las afueras en la calle Avenida 2, por la mañana, según testigos.",Estafa,-34.668246,-58.353423,29/12/2021
7130,Robo en un parque público en plena noche 96389448,"Un hecho de robo se detectó en las afueras en la calle Diagonal Mendoza, en un día lluvioso, según testigos.",Robo,-34.579539,-58.526808,7/1/2023
7131,Allanamiento en el centro de la ciudad por la mañana 70133014,"Un hecho de allanamiento ocurrió en un parque público en la calle Av. 9, al amanecer, según testigos.",Allanamiento,-34.592712,-58.351198,1/3/2021
7132,Delito informático en las afueras durante el fin de semana 48514297,"Un hecho de delito informático fue reportado en una estación de servicio en la calle Avenida 5, en plena hora pico, según testigos.",Delito informático,-34.602148,-58.389184,12/3/2021
7133,Robo en una calle transitada a media tarde 65963097,"Un hecho de robo tuvo lugar en el centro de la ciudad en la calle Av. Alvear, en plena temporada de vacaciones, según testigos.",Robo,-34.657967,-58.515081,4/7/2020
7134,Amenaza en un supermercado al amanecer 99193218,"Un hecho de amenaza fue captado por cámaras en las afueras en la calle Diagonal Chubut, por la mañana, según testigos.",Amenaza,-34.612636,-58.481385,13/5/2022
7135,Delito informático en un supermercado durante el fin de semana 63056570,"Un hecho de delito informático fue reportado en un transporte público en la calle Diagonal La Rioja, en plena noche, según testigos.",Delito informático,-34.59885,-58.4687,17/7/2021
7136,Accidente de tránsito en un parque público durante el fin de semana 85542530,"Un hecho de accidente de tránsito fue denunciado en una calle transitada en la calle Avenida Santa Fe, en plena hora pico, según testigos.",Accidente de tránsito,-34.633412,-58.378566,3/8/2024
7137,Amenaza en una calle transitada en plena noche 69745612,"Un hecho de amenaza ocurrió en una zona turística en la calle Avenida Constitución, en plena temporada de vacaciones, según testigos.",Amenaza,-34.649873,-58.525882,24/10/2024
7138,Estafa en las afueras al amanecer 33288846,"Un hecho de estafa fue investigado en un parque público en la calle Av. Santiago del Estero, por la mañana, según testigos.",Estafa,-34.683189,-58.425857,22/11/2023
7139,Allanamiento en una estación de servicio por la mañana 61806885,"Un hecho de allanamiento ocurrió en una estación de servicio en la calle Calle Buenos Aires, en plena noche, según testigos.",Allanamiento,-34.574335,-58.469086,26/2/2024
7140,Hurto en un barrio residencial en plena noche 56993956,"Un hecho de hurto ocurrió en un barrio residencial en la calle Av. G. Brown, en plena noche, según testigos.",Hurto,-34.554092,-58.528451,14/10/2023
7141,Hurto en las afueras en plena temporada de vacaciones 55406701,"Un hecho de hurto fue denunciado en un transporte público en la calle Calle Merlo, por la mañana, según testigos.",Hurto,-34.663368,-58.523583,21/6/2023
7142,Corrupción en una estación de servicio en plena noche 4485903,"Un hecho de corrupción ocurrió en un transporte público en la calle Avenida 7, en un día lluvioso, según testigos.",Corrupción,-34.566007,-58.372491,11/8/2024
7143,Corrupción en un barrio residencial en plena noche 26162417,"Un hecho de corrupción tuvo lugar en el centro de la ciudad en la calle Calle Rivadavia, durante el fin de semana, según testigos.",Corrupción,-34.683985,-58.385394,28/8/2021
7144,Amenaza en un transporte público en plena noche 93756683,"Un hecho de amenaza generó intervención policial en una calle transitada en la calle Calle 4, en plena temporada de vacaciones, según testigos.",Amenaza,-34.671619,-58.445728,3/3/2024
7145,Amenaza en un barrio residencial durante el fin de semana 71275548,"Un hecho de amenaza se registró en un barrio residencial en la calle Calle Córdoba, durante el fin de semana, según testigos.",Amenaza,-34.600606,-58.488268,7/2/2024
7146,Homicidio en las afueras por la mañana 95340747,"Un hecho de homicidio generó intervención policial en una calle transitada en la calle Blv. Belgrano, a media tarde, según testigos.",Homicidio,-34.638135,-58.456512,16/8/2022
7147,Violencia de género en una estación de servicio al amanecer 62639575,"Un hecho de violencia de género generó intervención policial en una calle transitada en la calle Camino Viedma, al amanecer, según testigos.",Violencia de género,-34.5835,-58.474383,25/3/2023
7148,Robo en una calle transitada en un día lluvioso 43283554,"Un hecho de robo se registró en un transporte público en la calle Calle La Rioja, a media tarde, según testigos.",Robo,-34.666093,-58.386939,15/4/2021
7149,Estafa en las afueras en un día lluvioso 27891734,"Un hecho de estafa fue reportado en un transporte público en la calle Calle 8, a media tarde, según testigos.",Estafa,-34.672188,-58.434822,18/1/2023
7150,Allanamiento en una calle transitada por la mañana 93854848,"Un hecho de allanamiento fue captado por cámaras en el centro de la ciudad en la calle Av. Pte. Perón, en plena temporada de vacaciones, según testigos.",Allanamiento,-34.630202,-58.381923,5/3/2024
7151,Violencia de género en el centro de la ciudad en plena temporada de vacaciones 36315512,"Un hecho de violencia de género motivó una llamada al 911 en las afueras en la calle Blv. 7, durante el fin de semana, según testigos.",Violencia de género,-34.578489,-58.430414,8/10/2022
7152,Allanamiento en un supermercado durante el fin de semana 19842918,"Un hecho de allanamiento se detectó en un transporte público en la calle Camino G. Brown, en un día lluvioso, según testigos.",Allanamiento,-34.603484,-58.519704,7/7/2020
7153,Delito informático en un parque público a media tarde 22785134,"Un hecho de delito informático generó intervención policial en una estación de servicio en la calle Av. Chaco, durante el fin de semana, según testigos.",Delito informático,-34.55617,-58.45428,17/5/2022
7154,Robo en un supermercado por la mañana 5928611,"Un hecho de robo generó intervención policial en un barrio residencial en la calle Av. J.B. Alberdi, a media tarde, según testigos.",Robo,-34.644128,-58.491981,9/4/2025
7155,Hurto en un parque público en un día lluvioso 54581246,"Un hecho de hurto fue investigado en el centro de la ciudad en la calle Calle San Luis, durante el fin de semana, según testigos.",Hurto,-34.651666,-58.361606,17/10/2020
7156,Estafa en un supermercado durante el fin de semana 93290999,"Un hecho de estafa fue denunciado en una zona turística en la calle Av. Omar Nuñez, en un día lluvioso, según testigos.",Estafa,-34.685894,-58.527793,16/7/2022
7157,Violencia de género en una estación de servicio en plena hora pico 17946012,"Un hecho de violencia de género fue captado por cámaras en un barrio residencial en la calle Avenida Santa Fe, a media tarde, según testigos.",Violencia de género,-34.646405,-58.46527,25/10/2022
7158,Homicidio en un parque público en plena noche 32511737,"Un hecho de homicidio motivó una llamada al 911 en un barrio residencial en la calle Diag. Güemes, en plena temporada de vacaciones, según testigos.",Homicidio,-34.657771,-58.406408,5/1/2025
7159,Violencia de género en un parque público a media tarde 27983737,"Un hecho de violencia de género fue denunciado en un supermercado en la calle Calle Salta, al amanecer, según testigos.",Violencia de género,-34.572277,-58.403702,31/7/2024
7160,Hurto en el centro de la ciudad en un día lluvioso 63599646,"Un hecho de hurto fue reportado en una zona turística en la calle Diagonal Saavedra, en plena hora pico, según testigos.",Hurto,-34.625078,-58.373417,7/3/2025
7161,Vandalismo en una estación de servicio al amanecer 40850789,"Un hecho de vandalismo se detectó en las afueras en la calle Diag. 5, a media tarde, según testigos.",Vandalismo,-34.688798,-58.372395,12/1/2022
7162,Amenaza en una zona turística en plena noche 7893802,"Un hecho de amenaza motivó una llamada al 911 en las afueras en la calle Calle Corrientes, en plena temporada de vacaciones, según testigos.",Amenaza,-34.694729,-58.44011,17/3/2022
7163,Allanamiento en el centro de la ciudad por la mañana 94439598,"Un hecho de allanamiento tuvo lugar en una zona turística en la calle Diagonal Tucumán, durante el fin de semana, según testigos.",Allanamiento,-34.633742,-58.353396,18/6/2022
7164,Robo en un parque público en plena hora pico 61788644,"Un hecho de robo ocurrió en una calle transitada en la calle Av. 3, por la mañana, según testigos.",Robo,-34.614294,-58.384994,23/6/2022
7165,Homicidio en un supermercado en plena hora pico 8580839,"Un hecho de homicidio motivó una llamada al 911 en un supermercado en la calle Diag. Córdoba, en plena noche, según testigos.",Homicidio,-34.615255,-58.468096,1/7/2020
7166,Estafa en un barrio residencial en un día lluvioso 5113869,"Un hecho de estafa ocurrió en una zona turística en la calle Blv. J.B. Alberdi, al amanecer, según testigos.",Estafa,-34.614132,-58.457666,23/5/2024
7167,Venta de drogas en una calle transitada por la mañana 961929,"Un hecho de venta de drogas generó intervención policial en un supermercado en la calle Calle Buenos Aires, al amanecer, según testigos.",Venta de drogas,-34.559401,-58.409591,30/5/2024
7168,Corrupción en una zona turística en plena noche 2492866,"Un hecho de corrupción se detectó en un supermercado en la calle Avenida Salta, en plena temporada de vacaciones, según testigos.",Corrupción,-34.591675,-58.456914,20/3/2022
7169,Allanamiento en una estación de servicio en plena temporada de vacaciones 37603084,"Un hecho de allanamiento motivó una llamada al 911 en una zona turística en la calle Calle Corrientes, en plena temporada de vacaciones, según testigos.",Allanamiento,-34.585808,-58.499882,4/10/2020
7170,Violencia de género en una zona turística por la mañana 77454388,"Un hecho de violencia de género se registró en un barrio residencial en la calle Av. Córdoba, durante el fin de semana, según testigos.",Violencia de género,-34.550164,-58.486543,10/4/2024
7171,Amenaza en el centro de la ciudad a media tarde 98147455,"Un hecho de amenaza ocurrió en un barrio residencial en la calle Av. Chaco, en plena noche, según testigos.",Amenaza,-34.626104,-58.498046,30/3/2023
7172,Venta de drogas en un parque público en plena hora pico 70522160,"Un hecho de venta de drogas fue denunciado en un parque público en la calle Calle Neuquén, por la mañana, según testigos.",Venta de drogas,-34.551929,-58.439014,27/11/2022
7173,Accidente de tránsito en una calle transitada durante el fin de semana 47697583,"Un hecho de accidente de tránsito generó intervención policial en las afueras en la calle Calle Bahía Blanca, a media tarde, según testigos.",Accidente de tránsito,-34.688785,-58.512622,31/8/2022
7174,Homicidio en una calle transitada en un día lluvioso 12177599,"Un hecho de homicidio motivó una llamada al 911 en una estación de servicio en la calle Avenida Malvinas Argentinas, al amanecer, según testigos.",Homicidio,-34.585094,-58.442946,22/10/2022
7175,Homicidio en una zona turística a media tarde 25338814,"Un hecho de homicidio ocurrió en un parque público en la calle Av. Córdoba, por la mañana, según testigos.",Homicidio,-34.623906,-58.37948,2/1/2022
7176,Accidente de tránsito en el centro de la ciudad por la mañana 38349508,"Un hecho de accidente de tránsito se detectó en una calle transitada en la calle Diagonal J.B. Alberdi, por la mañana, según testigos.",Accidente de tránsito,-34.696697,-58.436003,1/12/2022
7177,Hurto en un parque público al amanecer 95589464,"Un hecho de hurto generó intervención policial en una calle transitada en la calle Av. Belgrano, por la mañana, según testigos.",Hurto,-34.557891,-58.451392,23/8/2023
7178,Allanamiento en las afueras en plena temporada de vacaciones 12172505,"Un hecho de allanamiento generó intervención policial en un barrio residencial en la calle Diagonal Corrientes, en plena hora pico, según testigos.",Allanamiento,-34.589052,-58.373973,30/4/2020
7179,Corrupción en las afueras en plena noche 78618763,"Un hecho de corrupción motivó una llamada al 911 en una zona turística en la calle Avenida Alem, por la mañana, según testigos.",Corrupción,-34.657708,-58.368749,15/1/2021
7180,Accidente de tránsito en una calle transitada en un día lluvioso 77430254,"Un hecho de accidente de tránsito fue captado por cámaras en una estación de servicio en la calle Av. Jujuy, en plena hora pico, según testigos.",Accidente de tránsito,-34.600098,-58.507679,9/1/2021
7181,Estafa en un barrio residencial por la mañana 72032161,"Un hecho de estafa fue captado por cámaras en un barrio residencial en la calle Calle Salta, en plena hora pico, según testigos.",Estafa,-34.55206,-58.359594,20/3/2024
7182,Amenaza en un transporte público durante el fin de semana 7865567,"Un hecho de amenaza generó intervención policial en un parque público en la calle Calle Resistencia, al amanecer, según testigos.",Amenaza,-34.622267,-58.45533,18/6/2024
7183,Allanamiento en un supermercado en un día lluvioso 23029241,"Un hecho de allanamiento ocurrió en un transporte público en la calle Blv. 6, por la mañana, según testigos.",Allanamiento,-34.637859,-58.410665,4/3/2025
7184,Corrupción en una calle transitada en un día lluvioso 50060051,"Un hecho de corrupción se detectó en las afueras en la calle Diagonal Misiones, al amanecer, según testigos.",Corrupción,-34.63707,-58.370966,1/10/2020
7185,Delito informático en un barrio residencial en plena hora pico 85259210,"Un hecho de delito informático se registró en las afueras en la calle Diagonal Córdoba, en plena temporada de vacaciones, según testigos.",Delito informático,-34.563215,-58.507633,16/8/2023
7186,Violencia de género en una zona turística en un día lluvioso 97800102,"Un hecho de violencia de género se registró en las afueras en la calle Camino 7, al amanecer, según testigos.",Violencia de género,-34.556687,-58.44006,19/11/2022
7187,Delito informático en las afueras a media tarde 30480963,"Un hecho de delito informático ocurrió en un supermercado en la calle Avenida 8, por la mañana, según testigos.",Delito informático,-34.678929,-58.398157,30/6/2021
7188,Hurto en el centro de la ciudad en plena noche 54426265,"Un hecho de hurto fue reportado en un barrio residencial en la calle Blv. Jujuy, en plena hora pico, según testigos.",Hurto,-34.632762,-58.448174,5/6/2024
7189,Robo en un supermercado en plena temporada de vacaciones 85863331,"Un hecho de robo tuvo lugar en un transporte público en la calle Calle Güemes, por la mañana, según testigos.",Robo,-34.594798,-58.355346,13/10/2024
7190,Venta de drogas en un parque público en plena temporada de vacaciones 75322292,"Un hecho de venta de drogas tuvo lugar en un parque público en la calle Calle 1, en plena noche, según testigos.",Venta de drogas,-34.641789,-58.493831,30/5/2023
7191,Delito informático en una zona turística en plena noche 86994147,"Un hecho de delito informático fue denunciado en una estación de servicio en la calle Avenida Chubut, durante el fin de semana, según testigos.",Delito informático,-34.667305,-58.526126,4/6/2023
7192,Venta de drogas en el centro de la ciudad durante el fin de semana 70233858,"Un hecho de venta de drogas fue denunciado en una zona turística en la calle Av. 8, en plena hora pico, según testigos.",Venta de drogas,-34.568622,-58.512541,15/2/2024
7193,Allanamiento en una zona turística por la mañana 63512965,"Un hecho de allanamiento fue reportado en una zona turística en la calle Diagonal Neuquén, al amanecer, según testigos.",Allanamiento,-34.553876,-58.507516,21/11/2020
7194,Estafa en el centro de la ciudad en plena temporada de vacaciones 36512028,"Un hecho de estafa se registró en un transporte público en la calle Av. Santa Fe, en plena temporada de vacaciones, según testigos.",Estafa,-34.630485,-58.430335,13/11/2023
7195,Delito informático en una zona turística durante el fin de semana 27309601,"Un hecho de delito informático motivó una llamada al 911 en una calle transitada en la calle Avenida Córdoba, en plena noche, según testigos.",Delito informático,-34.640329,-58.469891,5/11/2022
7196,Homicidio en un parque público en un día lluvioso 21379031,"Un hecho de homicidio fue captado por cámaras en el centro de la ciudad en la calle Calle 3, al amanecer, según testigos.",Homicidio,-34.570309,-58.519035,14/1/2025
7197,Accidente de tránsito en un supermercado durante el fin de semana 62280396,"Un hecho de accidente de tránsito se detectó en un parque público en la calle Calle 9, en plena noche, según testigos.",Accidente de tránsito,-34.603318,-58.443875,17/3/2022
7198,Violencia de género en una calle transitada en plena noche 2318616,"Un hecho de violencia de género fue reportado en una estación de servicio en la calle Boulevard Pte. Perón, durante el fin de semana, según testigos.",Violencia de género,-34.553907,-58.486489,8/2/2023
7199,Amenaza en un barrio residencial en plena noche 13207277,"Un hecho de amenaza generó intervención policial en un supermercado en la calle Calle 1, a media tarde, según testigos.",Amenaza,-34.638777,-58.401725,30/3/2022
7200,Homicidio en un barrio residencial al amanecer 52844167,"Un hecho de homicidio fue investigado en un parque público en la calle Diagonal J.B. Alberdi, a media tarde, según testigos.",Homicidio,-34.624866,-58.361734,11/4/2022
7201,Violencia de género en una zona turística en plena hora pico 48831093,"Un hecho de violencia de género se detectó en el centro de la ciudad en la calle Camino Mitre, en plena noche, según testigos.",Violencia de género,-34.695473,-58.380748,2/2/2022
7202,Corrupción en una estación de servicio a media tarde 82742572,"Un hecho de corrupción se detectó en un supermercado en la calle Avenida Chilecito, en plena temporada de vacaciones, según testigos.",Corrupción,-34.588211,-58.492632,27/2/2022
7203,Vandalismo en un transporte público en plena hora pico 31798399,"Un hecho de vandalismo tuvo lugar en un transporte público en la calle Av. Salta, por la mañana, según testigos.",Vandalismo,-34.688946,-58.416721,13/9/2021
7204,Hurto en las afueras en plena hora pico 92010617,"Un hecho de hurto fue reportado en una estación de servicio en la calle Av. 1, al amanecer, según testigos.",Hurto,-34.624961,-58.383812,3/11/2024
7205,Robo en una estación de servicio a media tarde 46936547,"Un hecho de robo fue reportado en un barrio residencial en la calle Diagonal J.B. Alberdi, en plena temporada de vacaciones, según testigos.",Robo,-34.597988,-58.405234,13/11/2023
7206,Robo en las afueras en un día lluvioso 44571766,"Un hecho de robo fue investigado en un supermercado en la calle Calle Formosa, en un día lluvioso, según testigos.",Robo,-34.625065,-58.354297,31/10/2021
7207,Robo en una calle transitada en plena noche 71378813,"Un hecho de robo fue reportado en una estación de servicio en la calle Diagonal 2, a media tarde, según testigos.",Robo,-34.674716,-58.483595,15/5/2024
7208,Accidente de tránsito en un supermercado en un día lluvioso 30372771,"Un hecho de accidente de tránsito fue reportado en una calle transitada en la calle Av. Belgrano, en plena noche, según testigos.",Accidente de tránsito,-34.674745,-58.523466,14/1/2023
7209,Allanamiento en las afueras por la mañana 45183721,"Un hecho de allanamiento fue reportado en una estación de servicio en la calle Calle Mitre, en un día lluvioso, según testigos.",Allanamiento,-34.661604,-58.502683,20/5/2023
7210,Delito informático en un barrio residencial en plena hora pico 1155663,"Un hecho de delito informático generó intervención policial en un transporte público en la calle Calle 6, al amanecer, según testigos.",Delito informático,-34.596275,-58.429257,20/8/2020
7211,Allanamiento en una calle transitada durante el fin de semana 95908149,"Un hecho de allanamiento generó intervención policial en una calle transitada en la calle Diagonal Malvinas Argentinas, durante el fin de semana, según testigos.",Allanamiento,-34.684093,-58.422831,30/3/2022
7212,Vandalismo en un supermercado en plena noche 11203955,"Un hecho de vandalismo se detectó en un parque público en la calle Camino J.J. Castelli, durante el fin de semana, según testigos.",Vandalismo,-34.609459,-58.504508,13/9/2024
7213,Homicidio en las afueras durante el fin de semana 56280725,"Un hecho de homicidio generó intervención policial en el centro de la ciudad en la calle Av. Rivadavia, durante el fin de semana, según testigos.",Homicidio,-34.651773,-58.482009,3/8/2022
7214,Vandalismo en una calle transitada a media tarde 4350337,"Un hecho de vandalismo generó intervención policial en un parque público en la calle Diagonal Ushuaia, a media tarde, según testigos.",Vandalismo,-34.593362,-58.382183,13/2/2022
7215,Violencia de género en una zona turística en plena temporada de vacaciones 9126257,"Un hecho de violencia de género tuvo lugar en una estación de servicio en la calle Calle 1, en un día lluvioso, según testigos.",Violencia de género,-34.615059,-58.39694,3/5/2023
7216,Robo en una zona turística en plena hora pico 33498087,"Un hecho de robo se registró en las afueras en la calle Diagonal Ciudad Autónoma de Buenos Aires, en plena noche, según testigos.",Robo,-34.572606,-58.436428,30/7/2021
7217,Venta de drogas en el centro de la ciudad en un día lluvioso 67689136,"Un hecho de venta de drogas fue captado por cámaras en una calle transitada en la calle Diagonal Jujuy, en plena temporada de vacaciones, según testigos.",Venta de drogas,-34.572805,-58.417858,5/7/2024
7218,Violencia de género en una calle transitada en plena hora pico 58151763,"Un hecho de violencia de género se registró en el centro de la ciudad en la calle Camino San Luis, durante el fin de semana, según testigos.",Violencia de género,-34.589543,-58.403462,8/3/2022
7219,Amenaza en un parque público en plena noche 53102060,"Un hecho de amenaza ocurrió en una calle transitada en la calle Diagonal Güemes, en plena noche, según testigos.",Amenaza,-34.617354,-58.442615,17/10/2021
7220,Corrupción en un supermercado en plena hora pico 33248899,"Un hecho de corrupción fue reportado en un parque público en la calle Calle Resistencia, a media tarde, según testigos.",Corrupción,-34.621416,-58.462903,9/8/2024
7221,Venta de drogas en un barrio residencial en un día lluvioso 36949459,"Un hecho de venta de drogas fue reportado en las afueras en la calle Diagonal La Rioja, durante el fin de semana, según testigos.",Venta de drogas,-34.559004,-58.450139,13/7/2022
7222,Homicidio en un barrio residencial a media tarde 12615877,"Un hecho de homicidio fue reportado en un barrio residencial en la calle Calle Belgrano, en plena temporada de vacaciones, según testigos.",Homicidio,-34.590282,-58.455767,20/6/2023
7223,Venta de drogas en un barrio residencial en plena hora pico 80018942,"Un hecho de venta de drogas fue reportado en una calle transitada en la calle Calle San Martin, durante el fin de semana, según testigos.",Venta de drogas,-34.561584,-58.399223,23/6/2022
7224,Violencia de género en las afueras en plena hora pico 58199361,"Un hecho de violencia de género fue reportado en un parque público en la calle Calle La Rioja, en plena noche, según testigos.",Violencia de género,-34.649173,-58.467566,20/7/2021
7225,Accidente de tránsito en una estación de servicio a media tarde 73982712,"Un hecho de accidente de tránsito fue reportado en el centro de la ciudad en la calle Calle 9, en plena noche, según testigos.",Accidente de tránsito,-34.59747,-58.469183,26/4/2021
7226,Accidente de tránsito en un supermercado en un día lluvioso 35955667,"Un hecho de accidente de tránsito fue captado por cámaras en un supermercado en la calle Diagonal J.B. Alberdi, en plena temporada de vacaciones, según testigos.",Accidente de tránsito,-34.67876,-58.376189,11/11/2023
7227,Estafa en un supermercado en plena temporada de vacaciones 82397013,"Un hecho de estafa se detectó en un transporte público en la calle Calle Corrientes, en plena hora pico, según testigos.",Estafa,-34.562213,-58.392298,10/12/2022
7228,Accidente de tránsito en el centro de la ciudad por la mañana 22498536,"Un hecho de accidente de tránsito ocurrió en un parque público en la calle Boulevard Malvinas Argentinas, en plena temporada de vacaciones, según testigos.",Accidente de tránsito,-34.576695,-58.428393,17/4/2024
7229,Amenaza en una calle transitada durante el fin de semana 55721550,"Un hecho de amenaza se detectó en el centro de la ciudad en la calle Boulevard 4, en plena noche, según testigos.",Amenaza,-34.625899,-58.451255,22/10/2021
7230,Allanamiento en un barrio residencial en plena noche 41104994,"Un hecho de allanamiento fue reportado en una estación de servicio en la calle Av. Chubut, en plena temporada de vacaciones, según testigos.",Allanamiento,-34.637772,-58.360249,27/2/2021
7231,Amenaza en una zona turística por la mañana 50871337,"Un hecho de amenaza fue denunciado en un parque público en la calle Av. La Rioja, al amanecer, según testigos.",Amenaza,-34.57628,-58.487374,21/4/2024
7232,Violencia de género en las afueras por la mañana 29894864,"Un hecho de violencia de género fue captado por cámaras en el centro de la ciudad en la calle Av. 9, a media tarde, según testigos.",Violencia de género,-34.584655,-58.489764,20/3/2024
7233,Allanamiento en las afueras a media tarde 80912920,"Un hecho de allanamiento motivó una llamada al 911 en las afueras en la calle Av. Ciudad Autónoma de Buenos Aires, al amanecer, según testigos.",Allanamiento,-34.66641,-58.487915,15/7/2023
7234,Delito informático en el centro de la ciudad en un día lluvioso 78247819,"Un hecho de delito informático fue denunciado en un parque público en la calle Avenida Buenos Aires, en plena temporada de vacaciones, según testigos.",Delito informático,-34.550561,-58.461956,27/5/2020
7235,Hurto en las afueras durante el fin de semana 27096326,"Un hecho de hurto se detectó en una zona turística en la calle Avenida J.J. Castelli, por la mañana, según testigos.",Hurto,-34.653654,-58.512494,31/8/2023
7236,Accidente de tránsito en un transporte público por la mañana 20595754,"Un hecho de accidente de tránsito fue captado por cámaras en un barrio residencial en la calle Av. Merlo, al amanecer, según testigos.",Accidente de tránsito,-34.68848,-58.490985,8/9/2020
7237,Estafa en una zona turística en plena temporada de vacaciones 45569080,"Un hecho de estafa fue denunciado en las afueras en la calle Camino Salta, a media tarde, según testigos.",Estafa,-34.643352,-58.48,21/7/2023
7238,Delito informático en un transporte público durante el fin de semana 69561825,"Un hecho de delito informático motivó una llamada al 911 en un supermercado en la calle Diagonal Río Negro, en plena hora pico, según testigos.",Delito informático,-34.571552,-58.526676,27/9/2020
7239,Amenaza en un transporte público durante el fin de semana 73828219,"Un hecho de amenaza generó intervención policial en un parque público en la calle Calle J.J. Castelli, durante el fin de semana, según testigos.",Amenaza,-34.611608,-58.353552,25/9/2020
7240,Allanamiento en el centro de la ciudad durante el fin de semana 12843937,"Un hecho de allanamiento tuvo lugar en las afueras en la calle Diagonal 4, en plena hora pico, según testigos.",Allanamiento,-34.581901,-58.375941,8/5/2020
7241,Delito informático en una estación de servicio al amanecer 31322454,"Un hecho de delito informático motivó una llamada al 911 en una zona turística en la calle Avenida Alem, en plena temporada de vacaciones, según testigos.",Delito informático,-34.627933,-58.357672,8/1/2022
7242,Corrupción en una zona turística durante el fin de semana 29635895,"Un hecho de corrupción fue investigado en una calle transitada en la calle Calle Saavedra, en plena hora pico, según testigos.",Corrupción,-34.653741,-58.442528,14/7/2021
